,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,População,Imposto_Prod_Percapita,Capag_real,Capag_predito
5366,Cachoeira de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,20101,0.03111468751197456,0.276353603862513,0.4190136797333027,0.2734413917308503,1361,926.5246142542248,,1
5367,Cachoeira Dourada,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,110271,0.7569024217270616,0.09347301055012222,0.06040304440117272,0.08921908624097366,8102,8981.486052826462,,1
5368,Caçu,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,57726,0.5628544125309289,0.2097958630551149,0.09113147989355065,0.1362170762879179,15743,3353.74452137458,1,1
5369,Caiapônia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,35926,0.04533080049396566,0.2557976662137099,0.1253848454188094,0.5734851384203945,18715,1441.784664707454,,1
5370,Caldas Novas,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,28676,0.2132353188611118,0.5366145130515838,0.1870333011404362,0.06311644630796824,89087,1990.638364744575,1,1
5371,Caldazinha,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,13477,0.05835906575756948,0.2871945785754254,0.4101713883074627,0.2442335191594305,3759,640.5959031657355,1,1
5372,Campestre de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,16034,0.08114812841103292,0.2955401606056708,0.3424539223432992,0.2808577886399971,3610,960.1108033240997,,1
5373,Campinaçu,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,16908,0.03203140796657006,0.2234784659971693,0.3483520927411202,0.3961211835276673,3649,644.012058098109,1,1
5374,Campinorte,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,18132,0.06291676095193618,0.5076912707086562,0.2456247622807567,0.1837575769247435,12486,1497.276950184206,1,1
5375,Campo Alegre de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,55469,0.0450608135731807,0.2414273303352412,0.09753168438266557,0.6159776165167621,7437,2845.636681457577,0,0
5376,Campo Limpo de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,13282,0.1633072159737141,0.2810248957411854,0.346413075529719,0.2092337503685918,7636,847.1712938711368,1,1
5377,Campos Belos,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,13597,0.06039632046034769,0.5415569153462738,0.3422782347935324,0.05576447704340073,19764,1112.07245496863,1,1
5378,Campos Verdes,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,18196,0.05500721910577765,0.3831333285994935,0.3588250609481881,0.2030107221472698,2459,1014.233428222855,0,0
5379,Carmo do Rio Verde,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,25024,0.3623296450338748,0.2645809899988665,0.1837522997375465,0.1893327055376808,9976,2032.076984763432,1,1
5380,Castelândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,29263,0.03770768222873774,0.4047749460321552,0.2029620560406397,0.3545338359592314,3464,2383.949191685912,1,1
5381,Catalão,Centro-oeste,Goiás,Não,Polo,do Entorno,Média concentração urbana,Centro de Zona A,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,57291,0.3510316732373659,0.4615605778002114,0.1049755480179384,0.08243178516516002,106618,12174.74535256711,0,0
5382,Caturaí,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,13552,0.06675623740411504,0.3450139824087238,0.3729787998562702,0.2152197347248043,5038,847.1615720524018,1,1
5383,Cavalcante,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,26121,0.5797282379623868,0.1366557613953395,0.2076711558918572,0.07593681632980752,9693,421.1286495409058,,1
5384,Ceres,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,24893,0.1583972898732054,0.6338337338828509,0.181856218556526,0.02591275768741776,22074,2480.88248618284,1,1
5385,Cezarina,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,33748,0.5379326534753528,0.2134669176013719,0.1523632558380118,0.09622921532505462,8507,4204.654990008229,1,1
5386,Chapadão do Céu,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,112383,0.2484649342444857,0.3022586845815453,0.06629673572215503,0.3829786824243638,9842,6877.362324730746,0,0
5387,Cidade Ocidental,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,11394,0.1855953428552088,0.4264401272591891,0.3728057943545658,0.01515738170987613,69829,816.021996591674,,1
5388,Cocalzinho de Goiás,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,16327,0.1898058093460392,0.3226872318826342,0.2866555326325441,0.2008481514228641,19971,1036.452856642131,1,1
5389,Colinas do Sul,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,13309,0.02686072654123772,0.3162229321973731,0.4835877410957283,0.1732812684889362,3404,895.7109283196239,1,1
5390,Córrego do Ouro,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,19360,0.05314086655586166,0.2297078846110061,0.3231711481979008,0.3939573324833223,2364,780.8798646362098,0,0
5391,Corumbá de Goiás,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,15791,0.05675013691045755,0.344881956104401,0.2930485595816257,0.3053133293614256,11050,753.6651583710408,,1
5392,Corumbaíba,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,61514,0.3392094058673807,0.4173561760058534,0.1000307457598095,0.1434036723669565,9574,7838.729893461458,1,0
5393,Cristalina,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,40300,0.07373566238001449,0.3516347251606909,0.1255571383482575,0.4490715375473082,57759,3328.901123634412,1,1
5394,Cristianópolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,24729,0.07771990487445471,0.3654163201587371,0.2741862534833165,0.2826483418683707,2968,1635.78167115903,0,0
5395,Crixás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,30961,0.4186638606915903,0.3153544606750846,0.1665717586861434,0.09940785673021375,16852,2200.629005459293,1,1
5396,Cromínia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,20076,0.04157385675631232,0.2952177357870031,0.3029763951385048,0.360202113823569,3500,963.4285714285714,,1
5397,Cumari,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,21094,0.04073097080976016,0.2409669917739752,0.2624171323452848,0.4558501961056541,2871,1023.685127133403,0,0
5398,Damianópolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10181,0.03968352466645982,0.2829041265901334,0.5124107973937325,0.1649394973627056,3315,458.5218702865761,0,0
5399,Damolândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,13596,0.09501470939015663,0.2800879913068829,0.4246375659272216,0.2002332299700512,2923,687.991789257612,1,1
5400,Davinópolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,185551,0.8926976244972908,0.03150612302957417,0.04650657562943709,0.02928450427383585,2094,901.6236867239733,1,1
5401,Diorama,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,22146,0.03275852342178009,0.1923764033322677,0.2759087575455554,0.498918705455366,2488,772.9099678456591,0,0
5402,Doverlândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,32043,0.070732041694491,0.2898801968857382,0.1640758708832881,0.4753030457144626,7398,1478.23736144904,0,0
5403,Edealina,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,68034,0.3680749037301611,0.2018339565293918,0.09670342879466298,0.3333791250069761,3710,5247.43935309973,,1
5404,Edéia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,68132,0.3326602076656771,0.2887616299806548,0.08053641441912084,0.2980404220139938,12276,6696.399478657543,0,0
5405,Estrela do Norte,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15875,0.06682084237239573,0.3436003438254677,0.3454627317752036,0.2440751504236421,3286,1005.477784540475,1,1
5406,Faina,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,16118,0.04180772327361263,0.2483727968493855,0.3126073081064302,0.3971927714349458,6678,681.1919736448039,1,1
5407,Fazenda Nova,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,17760,0.05944063108288086,0.3578629238807499,0.2444729023665608,0.3382030529658847,5722,701.5029709891646,,1
5408,Firminópolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,13368,0.06476849993710052,0.4067200613419755,0.3064462988144944,0.222047168624538,13131,655.8525626380322,1,1
5409,Flores de Goiás,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,8915,0.03079617227685048,0.1919210422192588,0.4698852562317736,0.3073902020838523,16100,438.4472049689441,,0
5410,Formosa,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Média concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,19525,0.1222036764851019,0.5967536240814926,0.2262940465937172,0.05474865283968829,119506,2144.829548307198,1,1
5411,Formoso,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15185,0.05954401357712383,0.317221172628006,0.3399244292164335,0.2832623523007461,4325,744.2774566473988,1,1
5412,Gameleira de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,40856,0.04352333001265448,0.1792426159769527,0.1426994426644409,0.6345211491343798,3753,1270.450306421529,1,1
5413,Divinópolis de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,13140,0.1324724050717719,0.2678759861313502,0.4017051069460496,0.1979130026966819,4830,779.0890269151139,1,1
5414,Goianápolis,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,18676,0.1348024935161362,0.3952810877422748,0.2596587657198249,0.2102473407135086,11239,1420.23311682534,1,1
5415,Goiandira,Centro-oeste,Goiás,Não,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,23327,0.2592759380478312,0.3617897293211316,0.1951766730463033,0.1837496180259582,5574,1017.222820236814,1,1
5416,Goianésia,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,20108,0.2199822093221243,0.4899461983167281,0.2255652677592498,0.06450552895440781,69072,1912.540537410239,,0
5417,Goiânia,Centro-oeste,Goiás,Sim,Polo,Polo,Grande concentração urbana,Núcleo de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,33004,0.1462536314985738,0.7030321873392937,0.1497990747717975,0.0009150595734423967,1495705,4442.476290444974,0,0
5418,Goianira,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,21705,0.2230826570993958,0.5312368566182041,0.2239795887447199,0.02169968546788924,43260,2633.70319001387,0,0
5419,Goiás,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,20136,0.07216485265248754,0.5018364715585034,0.2335954651581503,0.1923985642765045,22916,1353.115727002968,1,1
5420,Goiatuba,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,45434,0.1666259491745983,0.4089629290383145,0.1246688884409569,0.2997422333461303,33986,4124.080503736833,0,0
5421,Gouvelândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,30892,0.1030398621789462,0.25300174022361,0.179470017518639,0.4644767397870991,5806,1298.828797795384,1,1
5422,Guapó,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,14365,0.1272189970290897,0.4210819152398249,0.3383163442056752,0.1133722456092466,14211,959.7494898318204,1,1
5423,Guaraíta,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,16237,0.04082015377883353,0.2334187660186285,0.4302994311433394,0.2954303931987248,2041,561.4894659480647,1,1
5424,Guarani de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,13511,0.09073814762952591,0.2439487897579516,0.4001600320064013,0.2651130226045209,3940,823.3502538071066,,1
5425,Guarinos,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,31723,0.3337510879025239,0.2714708442123586,0.213733681462141,0.1810269799825936,1852,701.9438444924406,,0
5426,Heitoraí,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15197,0.0421455938697318,0.3238019742181454,0.3309929600060397,0.3030405979276372,3714,931.0716208939149,1,1
5427,Hidrolândia,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,53846,0.1665648845349921,0.6510079578936765,0.1007779512620984,0.08164605840825338,21278,9057.900178588212,,0
5428,Hidrolina,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15437,0.04790552584670232,0.2582442067736185,0.3205585264408794,0.3732546048722519,3622,567.642186637217,0,1
5429,Iaciara,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,11693,0.04817532790967956,0.3594354972605014,0.3809264486136477,0.2114560850074714,13808,788.96292004635,1,1
5430,Inaciolândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,34103,0.05775515271914577,0.2700720139061336,0.1656568164887013,0.5065110504097343,6152,1374.349804941482,,1
5431,Indiara,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,20639,0.2079881223587742,0.3867282342565067,0.2280078049179156,0.1772724331797549,15431,1608.839349361675,0,0
5432,Inhumas,Centro-oeste,Goiás,Sim,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Metrópole Nacional,Não,Não,Não,21656,0.1965749210624071,0.4862720173972264,0.2098356627662209,0.107316431401684,52465,1953.683407986277,0,0
5433,Ipameri,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,55480,0.272598816116097,0.3656179447146435,0.09406073676367625,0.2677217535859102,26792,5636.122723200955,1,1
5434,Ipiranga de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,18459,0.04054263565891473,0.2012403100775194,0.2939147286821706,0.4642829457364341,2893,623.574144486692,1,1
5435,Iporá,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,20853,0.1066435963020546,0.6013658324556564,0.2129695571493054,0.079019342327432,31563,1902.100560783196,1,1
5436,Israelândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,17253,0.05004035512510089,0.3184128438365726,0.3410117138930698,0.2904914599829854,2815,968.0284191829485,1,1
5437,Itaberaí,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,30570,0.2067124802208057,0.4793324461464984,0.1593717098811094,0.1545816046236917,42163,3605.530915731803,,1
5438,Itaguari,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15083,0.05617687673561055,0.3759237621208212,0.3506426501160868,0.2172263615532861,4668,966.3667523564696,1,1
5439,Itaguaru,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,14623,0.05112894450489663,0.4006528835690968,0.3312840043525571,0.2169205658324266,5269,670.3359271208958,1,1
5440,Itajá,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,21533,0.0315483603154836,0.3136741492905876,0.2656597588104437,0.3891070877372247,4605,1131.813246471227,1,1
5441,Itapaci,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,15211,0.1892899603493243,0.3940075815577674,0.2774084517562697,0.1392877817407705,22533,951.6708827053654,0,1
5442,Itapirapuã,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,26910,0.07579051675688467,0.3585721891915876,0.2024876504865856,0.3631422486467299,5316,1472.34762979684,,1
5443,Itapuranga,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,16338,0.06425642880448391,0.4690908998935172,0.2796678545864749,0.1869822874327527,25856,1047.571163366337,0,1
5444,Itarumã,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,34553,0.2161234700751141,0.1878063556754971,0.149520634127122,0.446541067018018,7097,1293.786106805693,0,0
5445,Itauçu,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,15977,0.1701349766607648,0.4427403098101436,0.2742762537653199,0.1128331302168364,8916,1344.773441004935,1,1
5446,Itumbiara,Centro-oeste,Goiás,Não,Polo,Polo,,Centro Subregional A,Centro Subregional,Região Rural de Centro Sub-regional,Não,Não,Não,40399,0.3089674827373109,0.48109355164329,0.1355354684418873,0.07440296096507515,103652,4415.225948365685,1,1
5447,Ivolândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,35281,0.362546862516133,0.1148423575686805,0.1742486632659332,0.3483375330342327,2406,1467.581047381546,1,1
5448,Jandaia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,40353,0.2656708327322483,0.2574698473899796,0.1456155766263175,0.3312350001967188,6073,2686.481146056315,,1
5449,Jaraguá,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,14196,0.125119159282489,0.4665627194787747,0.2935059529911849,0.1148075778418054,49667,1037.912497231562,1,1
5450,Jataí,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,46149,0.1819284866598218,0.4455306198618143,0.115619509666341,0.2569211442556048,99674,4268.906635632161,1,1
5451,Jaupaci,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,17005,0.05918838248057749,0.2790490907936239,0.3424289252524397,0.3193124325239738,2898,704.968944099379,0,0
5452,Jesúpolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,11768,0.05007168458781362,0.2774193548387097,0.510179211469534,0.1622939068100358,2474,490.2991107518189,1,1
5453,Joviânia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,28514,0.05163154677403873,0.4293400558752355,0.1701163478006072,0.3489019455292234,7372,1663.998914812805,0,0
5454,Jussara,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,23958,0.06281848468721979,0.4767507697092965,0.2031182035337372,0.2573076820268323,18587,1818.636681551622,0,0
5455,Lagoa Santa,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,25332,0.07889820103560562,0.3240004270538622,0.3193829071691667,0.27769177387498,1555,1237.299035369775,,1
5456,Leopoldo de Bulhões,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,29507,0.0852345091090315,0.1845063403289219,0.1543182531332484,0.5759362829244883,7643,1153.212089493655,1,1
5457,Luziânia,Centro-oeste,Goiás,Sim,Polo,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,17452,0.2924398325642615,0.3902991345072201,0.23984082891404,0.07741989791623621,205023,1517.678504362925,,0
5458,Mairipotaba,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,21190,0.04060391640612144,0.1900814546651308,0.1931874280072404,0.5760860622017443,2373,702.4863042562157,,0
5459,Mambaí,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9382,0.05386346174953353,0.4490039512676984,0.4668669739874877,0.03023817363626386,8680,984.7926267281106,,1
5460,Mara Rosa,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,19955,0.07697547306689113,0.4127712831645226,0.2603598464920782,0.2498878594726903,9646,1235.123367198839,,0
5461,Marzagão,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,18871,0.04616453513805615,0.3881526466122848,0.3455392295617715,0.2201178559481228,2223,1389.563652721547,1,1
5462,Matrinchã,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,22459,0.04479972641388449,0.3411597486427564,0.2387466336083444,0.3752832043773778,4366,1027.485112230875,,1
5463,Maurilândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,16349,0.05019162395530313,0.2952347970633052,0.2784411506672207,0.3761231934247588,13829,689.2038469882132,,0
5464,Mimoso de Goiás,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,21907,0.05,0.1799856527977045,0.2461441893830703,0.5238522238163558,2612,559.7243491577335,,0
5465,Minaçu,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,35257,0.6134645141735926,0.2087783352210187,0.1464258937259719,0.03133025986249142,29353,1087.861547371649,1,1
5466,Mineiros,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,39247,0.1951735822581153,0.440890354279692,0.1424484052735095,0.2214867957431413,65420,3800.107000917151,0,0
5467,Moiporá,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,22424,0.03997867803837953,0.1964877990997394,0.351634683724236,0.4118396114664771,1557,736.0308285163777,1,1
5468,Monte Alegre de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,9645,0.02767271323813199,0.2115013508297955,0.4303872378746945,0.3304258330117072,8527,529.1427231148118,,1
5469,Montes Claros de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,36430,0.04369827011336445,0.2840458878194727,0.1325782835216797,0.5396739925041811,8063,1651.618504278804,1,1
5470,Montividiu,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,59493,0.05064345223488521,0.2962441484532875,0.09249433115698036,0.5606167272103124,13115,2631.719405261151,,1
