,Município,PIB_per_capita,População,Capag_real,Capag_predito
3471,Guarani d'Oeste,17755,2002,0,0
3472,Guarantã,26176,6654,0,0
3473,Guararapes,27764,32774,0,0
3474,Guararema,47997,29451,0,0
3475,Guaratinguetá,46849,121073,0,0
3476,Guareí,12279,18143,1,1
3477,Guariba,22657,39714,0,0
3478,Guarujá,27031,318107,1,1
3479,Guarulhos,44897,1365899,1,1
3480,Guatapará,28000,7602,,0
3481,Guzolândia,12594,5226,0,0
3482,Herculândia,33182,9462,1,1
3483,Holambra,66537,14579,0,0
3484,Hortolândia,57691,227353,0,0
3485,Iacanga,37023,11559,0,0
3486,Iacri,30157,6348,0,0
3487,Iaras,17031,8956,0,0
3488,Ibaté,24454,34726,1,1
3489,Ibirá,20475,12264,1,1
3490,Ibirarema,23951,7663,1,1
3491,Ibitinga,25630,59451,0,0
3492,Ibiúna,21746,78262,1,1
3493,Icém,21243,8181,1,1
3494,Iepê,30435,8124,0,0
3495,Igaraçu do Tietê,12335,24598,1,1
3496,Igarapava,39002,30246,1,0
3497,Igaratá,19049,9483,1,1
3498,Iguape,38078,30721,1,1
3499,Ilhabela,419457,34333,0,0
3500,Ilha Comprida,122204,10965,1,1
3501,Ilha Solteira,23525,26582,1,1
3502,Indaiatuba,63166,246908,0,0
3503,Indiana,13109,4892,,1
3504,Indiaporã,24449,3908,0,0
3505,Inúbia Paulista,34888,3963,0,0
3506,Ipaussu,25086,14869,0,0
3507,Iperó,17873,36280,1,1
3508,Ipeúna,94080,7401,1,1
3509,Ipiguá,20253,5306,0,0
3510,Iporanga,12098,4238,1,1
3511,Ipuã,22139,16209,0,0
3512,Iracemápolis,83477,23846,1,1
3513,Irapuã,19748,7937,1,1
3514,Irapuru,10659,8261,1,1
3515,Itaberá,29569,17635,0,0
3516,Itaí,22376,26861,,0
3517,Itajobi,105038,15226,0,0
3518,Itaju,23089,3782,0,0
3519,Itanhaém,18763,100496,1,1
3520,Itaoca,12416,3326,1,1
3521,Itapecerica da Serra,21079,173672,1,1
3522,Itapetininga,29304,162231,1,1
3523,Itapeva,26860,93892,0,0
3524,Itapevi,51939,234352,0,0
3525,Itapira,52565,74299,0,0
3526,Itapirapuã Paulista,9994,4213,1,1
3527,Itápolis,30504,42903,1,1
3528,Itaporanga,21229,15125,0,0
3529,Itapuí,48103,13833,0,0
3530,Itapura,18828,4860,1,1
3531,Itaquaquecetuba,19678,366519,1,1
3532,Itararé,17452,50360,0,0
3533,Itariri,15990,17271,0,0
3534,Itatiba,50811,119090,1,1
3535,Itatinga,20051,20467,0,0
3536,Itirapina,22943,17922,,1
3537,Itirapuã,15275,6453,,0
3538,Itobi,15939,7830,0,0
3539,Itu,45461,172268,0,0
3540,Itupeva,112159,59649,1,1
3541,Ituverava,36651,41598,,1
3542,Jaborandi,19946,6911,0,1
3543,Jaboticabal,37818,76864,1,1
3544,Jacareí,54796,231863,0,0
3545,Jaci,56703,6934,0,0
3546,Jacupiranga,29728,17842,0,0
3547,Jaguariúna,205080,56221,,0
3548,Jales,31555,49011,1,1
3549,Jambeiro,36754,6485,0,0
3550,Jandira,32512,123481,0,1
3551,Jardinópolis,25060,43774,0,0
3552,Jarinu,85221,29456,1,1
3553,Jaú,31855,148581,1,1
3554,Jeriquara,26005,3168,1,1
3555,Joanópolis,16262,13098,1,1
3556,João Ramalho,26890,4495,0,0
3557,José Bonifácio,36031,36655,0,0
3558,Júlio Mesquita,10759,4752,1,1
3559,Jumirim,39671,3315,0,0
3560,Jundiaí,105187,414810,0,0
3561,Junqueirópolis,28071,20524,0,1
3562,Juquiá,17394,18908,1,1
3563,Juquitiba,16452,31235,1,1
3564,Lagoinha,11542,4903,0,0
3565,Laranjal Paulista,39397,28240,1,1
3566,Lavínia,13500,11667,0,0
3567,Lavrinhas,15256,7207,1,1
3568,Leme,31320,102412,1,1
3569,Lençóis Paulista,38890,67859,0,0
3570,Limeira,43440,303682,1,0
3571,Lindóia,23184,7864,1,1
3572,Lins,48837,77510,0,0
3573,Lorena,32021,88276,0,0
3574,Lourdes,17580,2278,1,1
3575,Louveira,229610,47748,0,0
3576,Lucélia,20420,21604,1,1
3577,Lucianópolis,23901,2385,0,1
3578,Luís Antônio,103433,14592,1,1
3579,Luiziânia,12536,5723,0,0
3580,Lupércio,16923,4571,,0
3581,Lutécia,32018,2663,,1
3582,Macatuba,36723,17111,0,0
3583,Macaubal,19121,8093,1,1
3584,Macedônia,21212,3704,0,0
3585,Magda,29834,3136,1,1
3586,Mairinque,40484,46852,,1
3587,Mairiporã,17774,98374,1,1
3588,Manduri,23378,9780,0,0
3589,Marabá Paulista,17644,5757,1,1
3590,Maracaí,29529,13967,0,0
3591,Marapoama,59882,2996,0,0
3592,Mariápolis,13926,4077,0,0
3593,Marília,34083,237130,1,1
3594,Marinópolis,16405,2117,0,0
3595,Martinópolis,18871,26289,1,1
3596,Matão,50228,82702,1,1
3597,Mauá,32655,468148,1,1
3598,Mendonça,43139,5413,0,0
3599,Meridiano,62670,3848,0,0
3600,Mesópolis,30784,1910,0,0
3601,Miguelópolis,45954,22093,1,1
3602,Mineiros do Tietê,13408,12849,0,0
3603,Miracatu,19706,19919,1,1
3604,Mira Estrela,21664,3066,0,0
3605,Mirandópolis,22230,29418,0,0
3606,Mirante do Paranapanema,19027,18178,0,1
3607,Mirassol,30509,59333,0,0
3608,Mirassolândia,26663,4822,0,0
3609,Mococa,30828,68788,1,1
3610,Mogi das Cruzes,34908,440769,0,0
3611,Mogi Guaçu,38971,150713,0,0
3612,Mogi Mirim,49631,92715,0,0
3613,Mombuca,28783,3478,0,0
3614,Monções,26531,2252,,0
3615,Mongaguá,18581,55731,1,1
3616,Monte Alegre do Sul,22391,7964,1,1
3617,Monte Alto,35901,50216,1,0
3618,Monte Aprazível,26584,24794,,0
3619,Monte Azul Paulista,28033,19050,1,1
3620,Monte Castelo,24706,4166,0,0
3621,Monteiro Lobato,14173,4608,0,0
3622,Monte Mor,59311,58765,0,0
3623,Morro Agudo,36037,32641,1,1
3624,Morungaba,33875,13458,1,1
3625,Motuca,17286,4720,1,1
3626,Murutinga do Sul,14623,4466,1,1
3627,Nantes,38493,3103,,0
3628,Narandiba,38665,4809,,0
3629,Natividade da Serra,10848,6681,0,0
3630,Nazaré Paulista,18651,18346,1,1
3631,Neves Paulista,23770,8936,0,0
3632,Nhandeara,28388,11427,1,0
3633,Nipoã,18328,5126,1,1
3634,Nova Aliança,25206,6875,1,1
3635,Nova Campina,11418,9647,0,1
3636,Nova Canaã Paulista,20686,1911,0,1
3637,Nova Castilho,32366,1255,0,1
3638,Nova Europa,25485,11013,0,1
3639,Nova Granada,20378,21307,1,1
3640,Nova Guataporanga,13532,2308,1,1
3641,Nova Independência,36380,3883,1,0
3642,Novais,10196,5712,0,0
3643,Nova Luzitânia,12332,4041,0,0
3644,Nova Odessa,59633,59371,0,0
3645,Novo Horizonte,26915,40680,1,1
3646,Nuporanga,70520,7386,0,0
3647,Ocauçu,27040,4287,0,0
3648,Óleo,32970,2522,,1
3649,Olímpia,37387,54406,0,0
3650,Onda Verde,38174,4339,,1
3651,Oriente,15344,6487,0,0
3652,Orindiúva,58280,6935,0,0
3653,Orlândia,42003,43687,0,0
3654,Osasco,109936,696850,0,0
3655,Oscar Bressane,34900,2602,1,1
3656,Osvaldo Cruz,25930,32754,0,0
3657,Ourinhos,27232,112711,0,0
3658,Ouroeste,41425,10177,1,1
3659,Ouro Verde,13210,8503,1,1
3660,Pacaembu,21542,14130,0,0
3661,Palestina,23871,12786,1,1
3662,Palmares Paulista,9376,13058,0,0
3663,Palmeira d'Oeste,20086,9340,0,0
3664,Palmital,30936,22168,,0
3665,Panorama,16827,15690,1,1
3666,Paraguaçu Paulista,33792,45455,0,0
3667,Paraibuna,15336,18180,1,1
3668,Paraíso,34584,6411,0,0
3669,Paranapanema,31198,19993,0,0
3670,Paranapuã,27485,4061,0,0
3671,Parapuã,32118,10980,0,0
3672,Pardinho,47454,6360,1,1
3673,Pariquera-Açu,25926,19570,0,0
3674,Parisi,31045,2153,1,1
3675,Patrocínio Paulista,60792,14529,0,0
3676,Paulicéia,20705,7274,1,1
3677,Paulínia,306163,106776,1,1
3678,Paulistânia,22430,1832,1,1
3679,Paulo de Faria,30110,8930,0,0
3680,Pederneiras,47430,46251,0,0
3681,Pedra Bela,13782,6075,0,0
3682,Pedranópolis,25672,2508,1,1
3683,Pedregulho,52418,16676,0,0
3684,Pedreira,26471,47361,0,1
3685,Pedrinhas Paulista,44364,3085,1,1
3686,Pedro de Toledo,12787,11240,,1
3687,Penápolis,26395,63047,1,1
3688,Pereira Barreto,29553,25660,0,0
3689,Pereiras,23954,8560,,1
3690,Peruíbe,22538,67548,1,1
3691,Piacatu,15498,5922,1,1
3692,Piedade,21916,55149,0,0
3693,Pilar do Sul,23370,28963,0,0
3694,Pindamonhangaba,51761,166475,0,0
3695,Pindorama,22081,16877,0,0
3696,Pinhalzinho,17475,15021,0,0
3697,Piquerobi,15089,3685,0,0
3698,Piquete,11973,13742,0,0
3699,Piracaia,17540,27140,1,1
3700,Piracicaba,65896,400949,0,0
3701,Piraju,24936,29741,1,0
3702,Pirajuí,18702,25259,0,0
3703,Pirangi,29289,11362,0,0
3704,Pirapora do Bom Jesus,24587,18604,1,1
3705,Pirapozinho,34839,27295,,1
3706,Pirassununga,36765,75930,0,0
3707,Piratininga,17432,13503,1,1
3708,Pitangueiras,27053,39349,0,0
3709,Planalto,30164,5167,0,0
3710,Platina,26801,3521,0,0
3711,Poá,39992,116530,1,1
3712,Poloni,21985,6004,0,0
3713,Pompéia,56951,21851,1,1
3714,Pongaí,23673,3432,1,1
3715,Pontal,23772,49047,,1
3716,Pontalinda,17009,4580,0,0
3717,Pontes Gestal,60563,2577,0,0
3718,Populina,22982,4186,1,1
3719,Porangaba,18026,9779,0,0
3720,Porto Feliz,49253,52785,1,1
3721,Porto Ferreira,36767,55787,1,1
3722,Potim,9005,24143,0,0
3723,Potirendaba,29949,17201,1,1
3724,Pracinha,8256,3971,0,0
3725,Pradópolis,40977,21110,1,1
3726,Praia Grande,22064,319146,0,0
3727,Pratânia,25213,5204,1,1
3728,Presidente Alves,17861,4108,0,0
3729,Presidente Bernardes,20494,13190,,1
3730,Presidente Epitácio,19364,44006,0,0
3731,Presidente Prudente,35207,227072,0,0
3732,Presidente Venceslau,18163,39448,0,0
3733,Promissão,40628,40027,1,1
3734,Quadra,26393,3753,1,1
3735,Quatá,32860,14006,0,0
3736,Queiroz,97276,3351,1,1
3737,Queluz,25423,13228,,1
3738,Quintana,26261,6587,0,0
3739,Rafard,35586,9050,0,0
3740,Rancharia,37222,29688,0,0
3741,Redenção da Serra,13767,3863,0,0
3742,Regente Feijó,35313,20124,,0
3743,Reginópolis,15428,9399,0,0
3744,Registro,34962,56249,0,0
3745,Restinga,22126,7504,1,1
3746,Ribeira,14361,3351,0,0
3747,Ribeirão Bonito,19500,13137,0,0
3748,Ribeirão Branco,17976,16684,0,0
3749,Ribeirão Corrente,23548,4682,1,1
3750,Ribeirão do Sul,33392,4542,,0
3751,Ribeirão dos Índios,16030,2227,,0
3752,Ribeirão Grande,34793,7666,1,1
3753,Ribeirão Pires,24818,122607,1,1
3754,Ribeirão Preto,49425,694534,0,0
3755,Riversul,12349,5607,0,0
3756,Rifaina,33254,3618,1,1
3757,Rincão,18176,10786,1,1
3758,Rinópolis,25464,10003,1,1
3759,Rio Claro,47851,204797,1,1
3760,Rio das Pedras,40086,34704,1,1
3761,Rio Grande da Serra,11282,50241,1,1
3762,Riolândia,20423,12342,1,1
3763,Rosana,70267,17015,1,1
3764,Roseira,27647,10621,,0
3765,Rubiácea,20298,3093,1,1
3766,Rubinéia,24965,3125,0,1
3767,Sabino,21248,5564,1,1
3768,Sagres,15451,2435,,1
3769,Sales,22858,6253,0,0
3770,Sales Oliveira,29378,11779,0,0
3771,Salesópolis,11899,17022,0,0
3772,Salmourão,13614,5262,1,1
3773,Saltinho,30002,8176,1,1
3774,Salto,62187,117561,1,1
3775,Salto de Pirapora,37530,44972,0,0
3776,Salto Grande,23885,9297,,1
3777,Sandovalina,90156,4248,1,1
3778,Santa Adélia,19941,15397,0,0
3779,Santa Albertina,30542,5993,1,1
3780,Santa Bárbara d'Oeste,30798,192536,1,1
3781,Santa Branca,16610,14717,0,0
3782,Santa Clara d'Oeste,32177,2118,1,1
3783,Santa Cruz da Conceição,27720,4461,1,1
3784,Santa Cruz da Esperança,24309,2124,,1
3785,Santa Cruz das Palmeiras,14724,33975,1,1
3786,Santa Cruz do Rio Pardo,42906,47395,0,0
3787,Santa Ernestina,16537,5611,0,0
3788,Santa Fé do Sul,33819,32076,0,0
3789,Santa Gertrudes,67000,26403,0,0
3790,Santa Isabel,27752,56792,1,1
3791,Santa Lúcia,13080,8779,0,0
3792,Santa Maria da Serra,21876,6107,0,0
3793,Santa Mercedes,22641,2935,1,1
3794,Santana da Ponte Pensa,23521,1507,1,1
3795,Santana de Parnaíba,67650,136517,0,0
3796,Santa Rita d'Oeste,25305,2510,1,1
3797,Santa Rita do Passa Quatro,24132,27514,,0
3798,Santa Rosa de Viterbo,26438,26322,1,1
3799,Santa Salete,23375,1539,1,1
3800,Santo Anastácio,19766,20889,1,0
3801,Santo André,40489,716109,0,0
3802,Santo Antônio da Alegria,18953,6880,1,0
3803,Santo Antônio de Posse,48880,23085,0,0
3804,Santo Antônio do Aracanguá,24823,8356,1,1
3805,Santo Antônio do Jardim,25307,5968,0,0
3806,Santo Antônio do Pinhal,16258,6794,0,0
3807,Santo Expedito,12372,3086,,0
3808,Santópolis do Aguapeí,14856,4736,0,0
3809,Santos,51915,432957,0,0
3810,São Bento do Sapucaí,18725,10862,0,0
3811,São Bernardo do Campo,60689,833240,1,1
3812,São Caetano do Sul,83860,160275,1,0
3813,São Carlos,44796,249415,,0
3814,São Francisco,16925,2826,1,1
3815,São João da Boa Vista,34522,90637,0,0
3816,São João das Duas Pontes,17241,2574,1,1
3817,São João de Iracema,17697,1912,1,1
3818,São João do Pau d'Alho,21896,2111,1,1
3819,São Joaquim da Barra,33011,51447,0,0
3820,São José da Bela Vista,18219,8895,,1
3821,São José do Barreiro,12761,4151,1,1
3822,São José do Rio Pardo,33227,54763,1,1
3823,São José do Rio Preto,38449,456245,0,0
3824,São José dos Campos,55603,713943,1,1
3825,São Lourenço da Serra,13319,15667,1,1
3826,São Luiz do Paraitinga,15394,10684,,0
3827,São Manuel,29556,40781,0,0
3828,São Miguel Arcanjo,20727,32859,1,1
3829,São Paulo,58691,12176866,0,0
3830,São Pedro,21316,35318,0,0
3831,São Pedro do Turvo,23834,7636,,1
3832,São Roque,33039,89943,,1
3833,São Sebastião,43173,87596,1,1
3834,São Sebastião da Grama,23386,12205,0,0
3835,São Simão,29049,15257,0,0
3836,São Vicente,15006,363173,,0
3837,Sarapuí,14289,10177,1,1
3838,Sarutaiá,16875,3646,,0
3839,Sebastianópolis do Sul,71224,3470,0,0
3840,Serra Azul,10758,14334,0,0
3841,Serrana,20663,44555,,0
3842,Serra Negra,24910,29001,0,1
3843,Sertãozinho,44163,124453,0,0
3844,Sete Barras,28760,12884,1,1
3845,Severínia,13372,17328,1,1
3846,Silveiras,11685,6264,,0
3847,Socorro,21180,40648,1,1
3848,Sorocaba,52169,671186,0,0
3849,Sud Mennucci,21694,7708,0,0
3850,Sumaré,51832,278571,1,1
3851,Suzano,37835,294638,0,0
3852,Suzanápolis,64171,3911,0,0
3853,Tabapuã,19073,12328,0,0
3854,Tabatinga,15488,16345,0,0
3855,Taboão da Serra,29340,285570,0,0
3856,Taciba,25011,6240,1,1
3857,Taguaí,19998,13569,0,0
3858,Taiaçu,15473,6268,0,0
3859,Taiúva,20486,5568,1,1
3860,Tambaú,24209,23182,0,0
3861,Tanabi,35899,25830,0,0
3862,Tapiraí,18028,7850,0,0
3863,Tapiratiba,25093,12970,0,0
3864,Taquaral,13710,2810,0,0
3865,Taquaritinga,27561,56984,1,1
3866,Taquarituba,29717,23180,0,0
3867,Taquarivaí,37750,5792,1,1
3868,Tarabai,15509,7395,0,0
3869,Tarumã,52291,14812,,0
3870,Tatuí,33202,120533,1,1
3871,Taubaté,55369,311854,1,1
3872,Tejupá,17508,4574,1,1
3873,Teodoro Sampaio,19004,23019,1,1
3874,Terra Roxa,15136,9302,,1
3875,Tietê,43859,41622,0,0
3876,Timburi,16512,2663,,0
3877,Torre de Pedra,12505,2401,1,1
3878,Torrinha,20407,9963,1,1
3879,Trabiju,23765,1709,1,1
3880,Tremembé,16194,46642,1,1
3881,Três Fronteiras,18493,5781,0,0
3882,Tuiuti,20003,6808,0,0
3883,Tupã,27412,65477,0,0
3884,Tupi Paulista,17786,15404,0,0
3885,Turiúba,20889,2012,1,1
3886,Turmalina,31849,1759,1,1
3887,Ubarana,50883,6216,0,0
3888,Ubatuba,23826,89747,1,1
3889,Ubirajara,19662,4754,1,1
3890,Uchoa,22187,10068,1,1
3891,União Paulista,24943,1823,1,1
3892,Urânia,23635,9108,1,1
3893,Uru,35143,1177,1,1
3894,Urupês,28591,13727,0,0
3895,Valentim Gentil,24770,13115,1,1
3896,Valinhos,48768,127123,0,0
3897,Valparaíso,33427,26130,1,1
3898,Vargem,12706,10378,0,0
3899,Vargem Grande do Sul,22882,42573,1,1
3900,Vargem Grande Paulista,40282,51702,,1
3901,Várzea Paulista,23585,120572,0,0
3902,Vera Cruz,13148,10864,1,1
3903,Vinhedo,119996,77308,1,1
3904,Viradouro,18419,18775,1,1
3905,Vista Alegre do Alto,40055,8626,0,0
3906,Vitória Brasil,19590,1834,1,1
3907,Votorantim,25495,121331,1,1
3908,Votuporanga,31244,93736,0,0
3909,Zacarias,32979,2684,0,0
3910,Chavantes,16706,12418,1,1
3911,Estiva Gerbi,29883,11198,1,1
3912,Abatiá,21529,7507,1,1
3913,Adrianópolis,43677,5983,0,0
3914,Agudos do Sul,22087,9269,1,1
3915,Almirante Tamandaré,13168,117168,,1
3916,Altamira do Paraná,33206,2209,0,0
3917,Altônia,17248,21933,1,1
3918,Alto Paraná,22430,14679,0,0
3919,Alto Piquiri,30900,9896,1,1
3920,Alvorada do Sul,23481,11306,,0
3921,Amaporã,25691,6181,0,0
3922,Ampére,31922,18989,0,0
3923,Anahy,30289,2816,0,0
3924,Andirá,37115,20139,0,0
3925,Ângulo,38937,2927,0,0
3926,Antonina,28312,19011,1,0
3927,Antônio Olinto,25293,7441,0,0
3928,Apucarana,23315,133726,0,0
3929,Arapongas,35440,121198,0,0
3930,Arapoti,41056,27925,0,0
3931,Arapuã,33898,3128,0,0
3932,Araruna,32538,13939,1,0
3933,Araucária,116046,141410,0,0
3934,Ariranha do Ivaí,41179,2151,1,0
3935,Assaí,25938,15289,0,0
3936,Assis Chateaubriand,36800,33397,0,0
3937,Astorga,29141,26011,0,0
3938,Atalaia,35008,3902,,0
3939,Balsa Nova,53915,12787,0,0
3940,Bandeirantes,24859,31526,,0
3941,Barbosa Ferraz,17993,11714,0,0
3942,Barracão,24067,10238,0,0
3943,Barra do Jacaré,33015,2781,,0
3944,Bela Vista da Caroba,20125,3567,,0
3945,Bela Vista do Paraíso,29495,15395,1,0
3946,Bituruna,22965,16377,0,0
3947,Boa Esperança,48707,4165,0,0
3948,Boa Esperança do Iguaçu,36931,2538,0,0
3949,Boa Ventura de São Roque,36479,6411,0,0
3950,Boa Vista da Aparecida,18345,7643,1,1
3951,Bocaiúva do Sul,15505,12755,0,1
3952,Bom Jesus do Sul,20289,3577,0,0
3953,Bom Sucesso,16424,6995,1,1
3954,Bom Sucesso do Sul,62685,3274,0,0
3955,Borrazópolis,31389,6749,0,0
3956,Braganey,31360,5473,0,0
3957,Brasilândia do Sul,70764,2719,1,1
3958,Cafeara,23156,2914,0,0
3959,Cafelândia,77661,17775,0,0
3960,Cafezal do Sul,25337,4080,0,0
3961,Califórnia,20864,8533,0,0
3962,Cambará,28586,25252,0,0
3963,Cambé,36311,105704,0,0
3964,Cambira,21998,7813,1,1
3965,Campina da Lagoa,28823,14366,0,0
3966,Campina do Simão,24117,3917,0,0
3967,Campina Grande do Sul,36518,42880,0,0
3968,Campo Bonito,42442,3905,,1
3969,Campo do Tenente,25836,7894,1,1
3970,Campo Largo,33304,130091,0,0
3971,Campo Magro,14644,28885,1,1
3972,Campo Mourão,41536,94212,0,0
3973,Cândido de Abreu,20862,15233,0,0
3974,Candói,32013,15903,0,0
3975,Cantagalo,19378,13306,1,1
3976,Capanema,32437,19099,0,0
3977,Capitão Leônidas Marques,74160,15724,1,1
3978,Carambeí,56774,22993,0,0
3979,Carlópolis,23990,14283,0,0
3980,Cascavel,37733,324476,0,0
3981,Castro,39629,71151,0,0
3982,Catanduvas,26803,10213,0,0
3983,Centenário do Sul,20943,10891,1,1
3984,Cerro Azul,17862,17725,,0
3985,Céu Azul,54748,11709,0,0
3986,Chopinzinho,34096,19343,0,0
3987,Cianorte,32662,81393,0,0
3988,Cidade Gaúcha,33163,12503,1,1
3989,Clevelândia,27935,16671,1,0
3990,Colombo,21682,240840,0,0
3991,Colorado,25897,23879,1,0
3992,Congonhinhas,23435,8777,,0
3993,Conselheiro Mairinck,24756,3843,1,1
3994,Contenda,21847,18326,0,0
3995,Corbélia,35813,17024,0,0
3996,Cornélio Procópio,32330,47847,0,0
3997,Coronel Domingos Soares,26205,7475,0,0
3998,Coronel Vivida,32847,20892,0,0
3999,Corumbataí do Sul,19914,3313,1,1
4000,Cruzeiro do Iguaçu,26771,4264,0,0
4001,Cruzeiro do Oeste,39631,20917,1,0
4002,Cruzeiro do Sul,41283,4489,1,1
4003,Cruz Machado,19721,18675,,0
4004,Cruzmaltina,37981,2980,0,0
4005,Curitiba,45458,1917185,0,0
4006,Curiúva,15485,15003,0,0
4007,Diamante do Norte,67956,5146,0,0
4008,Diamante do Sul,15628,3454,0,0
4009,Diamante D'Oeste,19085,5239,1,1
4010,Dois Vizinhos,39449,40234,0,0
4011,Douradina,68677,8621,0,0
4012,Doutor Camargo,25886,5976,0,0
4013,Enéas Marques,36862,5990,,0
4014,Engenheiro Beltrão,40211,14020,,0
4015,Esperança Nova,28547,1732,0,0
4016,Entre Rios do Oeste,50894,4481,0,0
4017,Espigão Alto do Iguaçu,27409,4188,0,0
4018,Farol,50248,3139,0,0
4019,Faxinal,24752,17185,1,0
4020,Fazenda Rio Grande,25607,98368,0,0
4021,Fênix,31281,4777,1,1
4022,Fernandes Pinheiro,31214,5690,0,0
4023,Figueira,19071,7845,1,1
4024,Floraí,35608,4953,0,0
4025,Flor da Serra do Sul,26833,4645,,0
4026,Floresta,30945,6695,0,1
4027,Florestópolis,23371,10646,1,1
4028,Flórida,22595,2679,,0
4029,Formosa do Oeste,39962,6700,0,0
4030,Foz do Iguaçu,56702,258823,0,0
4031,Francisco Alves,32119,6101,0,0
4032,Francisco Beltrão,35460,89942,,0
4033,Foz do Jordão,25851,4745,0,0
4034,General Carneiro,20913,13735,1,0
4035,Godoy Moreira,17343,2996,,0
4036,Goioerê,31176,28962,0,0
4037,Goioxim,25259,7170,0,0
4038,Grandes Rios,21100,5742,0,0
4039,Guaíra,28449,32923,0,0
4040,Guairaçá,34669,6553,,0
4041,Guamiranga,27803,8664,,0
4042,Guapirama,26862,3820,0,0
4043,Guaporema,24958,2246,0,0
4044,Guaraci,19423,5473,0,1
4045,Guaraniaçu,27779,12733,0,0
4046,Guarapuava,33913,180334,0,0
4047,Guaraqueçaba,14552,7679,1,1
4048,Guaratuba,21789,36595,0,0
4049,Honório Serpa,40410,5305,,0
4050,Ibaiti,21791,31142,1,0
4051,Ibema,26148,6334,1,1
4052,Ibiporã,45232,53970,0,0
4053,Icaraíma,29010,8025,0,0
4054,Iguaraçu,33960,4366,1,1
4055,Iguatu,27442,2258,0,0
4056,Imbaú,17384,12936,0,0
4057,Imbituva,27827,32179,0,0
4058,Inácio Martins,17186,11129,0,0
4059,Inajá,16170,3103,,0
4060,Indianópolis,115710,4449,0,0
4061,Ipiranga,33390,15092,0,0
4062,Iporã,26062,14073,1,0
4063,Iracema do Oeste,35498,2325,1,0
4064,Irati,30279,60357,0,0
4065,Iretama,25114,10241,0,0
4066,Itaguajé,21820,4487,0,0
4067,Itaipulândia,32812,10961,0,0
4068,Itambaracá,24352,6616,1,1
4069,Itambé,31056,6107,1,1
4070,Itapejara d'Oeste,52016,11831,0,0
4071,Itaperuçu,18017,28187,0,0
4072,Itaúna do Sul,25677,2951,,0
4073,Ivaí,27240,13791,0,0
4074,Ivaiporã,25614,32035,0,0
4075,Ivaté,24077,8128,,0
4076,Ivatuba,34521,3238,0,0
4077,Jaboti,20628,5244,0,0
4078,Jacarezinho,34442,39435,1,1
4079,Jaguapitã,57909,13494,1,0
4080,Jaguariaíva,42684,34683,1,1
4081,Jandaia do Sul,32094,21122,0,0
4082,Janiópolis,29462,5400,0,0
4083,Japira,20254,4995,,0
4084,Japurá,26887,9349,0,0
4085,Jardim Alegre,22020,11465,0,0
4086,Jardim Olinda,31376,1343,,0
4087,Jataizinho,15234,12536,,0
4088,Jesuítas,40574,8495,1,1
4089,Joaquim Távora,49769,11803,,0
4090,Jundiaí do Sul,22476,3315,0,0
4091,Juranda,45869,7391,0,0
4092,Jussara,32148,6983,1,1
4093,Kaloré,27259,4154,,0
4094,Lapa,34292,47909,0,0
4095,Laranjal,13927,5921,1,1
4096,Laranjeiras do Sul,24175,32006,0,0
