;Município;Região;UF;Reg_Metropolitana;Mun_Reg_Geog_Imediata;Mun_Reg_Geog_Intermediária;Tipo_Conc_Urbana;Hierarquia_Urbana;Hier_Urbana_princ_categ;Região_rural;Amazônia_Legal;Semiárido;Cid_Região_São_Paulo;PIB_PERC;VAB_Indústria/Total;VAB_Serviço/Total;VAB_Adm/Total;VAB_Agricultura/Total;CLASS_CAPAG_real;CLASS_CAPAG_predito
134;Urucará;Norte;Amazonas;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;20171;0,023561861;0,1148356;0,240097646;0,621498736;0;0
135;Urucurituba;Norte;Amazonas;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7381;0,045236132;0,222937993;0,585763267;0,146056409;0;0
136;Amajari;Norte;Roraima;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;13690;0,026414013;0,086527838;0,694462194;0,192578039;;0
137;Alto Alegre;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;17912;0,041042978;0,123958707;0,544374753;0,290619938;;0
138;Boa Vista;Norte;Roraima;Sim;Polo;Polo;Média concentração urbana;Capital Regional C;Capital Regional;Região Rural de Capital Regional;Sim;Não;Não;26752;0,130118922;0,45199468;0,407432487;0,010453691;0;0
139;Bonfim;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;22953;0,048208123;0,121464256;0,439291335;0,391032675;0;0
140;Cantá;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;15025;0,073427106;0,114538751;0,693067244;0,118962892;0;0
141;Caracaraí;Norte;Roraima;Sim;Polo;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;16093;0,055024169;0,182351126;0,65354738;0,109071274;0;0
142;Caroebe;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;17928;0,048966661;0,136546507;0,551913729;0,262567364;1;0
143;Iracema;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;13783;0,031117604;0,116181281;0,706685299;0,146003112;1;0
144;Mucajaí;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;17661;0,074823404;0,202973813;0,580655666;0,141540188;0;0
145;Normandia;Norte;Roraima;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;13897;0,030517636;0,098746679;0,718666982;0,152062127;;0
146;Pacaraima;Norte;Roraima;Não;Polo;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;13123;0,038373962;0,183806563;0,741894914;0,035914418;;0
147;Rorainópolis;Norte;Roraima;Sim;Polo;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;18536;0,073222608;0,237893918;0,573409925;0,11546952;;0
148;São João da Baliza;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;22072;0,084561686;0,224387786;0,51747172;0,173572265;0;0
149;São Luiz;Norte;Roraima;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;17693;0,054120438;0,144696319;0,569104887;0,232063147;1;0
150;Uiramutã;Norte;Roraima;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;10754;0,012524977;0,059545867;0,883097184;0,044822888;0;0
151;Abaetetuba;Norte;Pará;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Metrópole;Sim;Não;Não;9046;0,050276949;0,401070834;0,42623871;0,12241198;0;0
152;Abel Figueiredo;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;11136;0,090425739;0,303243419;0,404757881;0,201546961;;0
153;Acará;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;16467;0,045932489;0,134153185;0,266326608;0,5535866;;0
154;Afuá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9207;0,048753606;0,145026621;0,488750161;0,317466741;0;0
155;Água Azul do Norte;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;15529;0,218120352;0,138887388;0,253291465;0,389695391;0;0
156;Alenquer;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;10034;0,038828828;0,223516133;0,400364242;0,337287162;;0
157;Almeirim;Norte;Pará;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Centro de zona;Sim;Não;Não;17327;0,308788909;0,266471511;0,304557554;0,120178179;;0
158;Altamira;Norte;Pará;Não;Polo;Polo;;Centro Subregional B;Centro Subregional;Região Rural de Capital Regional;Sim;Não;Não;24049;0,278582333;0,462261566;0,165144868;0,094010831;;0
159;Anajás;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7166;0,047036404;0,180185222;0,599550306;0,173223027;;0
160;Ananindeua;Norte;Pará;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole;Sim;Não;Não;14314;0,152991833;0,595659896;0,249827498;0,00152047;0;0
161;Anapu;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;13582;0,057441658;0,328203342;0,331162502;0,283189571;;0
162;Augusto Corrêa;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6719;0,037782342;0,189251245;0,628711756;0,144247933;;0
163;Aurora do Pará;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;8442;0,051037803;0,169962907;0,491283245;0,287708152;;0
164;Aveiro;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;7212;0,028747838;0,110692449;0,562916403;0,297634747;;0
165;Bagre;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6929;0,031552983;0,122216524;0,529914279;0,316306445;;0
166;Baião;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7471;0,03081769;0,190217086;0,544958007;0,234004257;;0
167;Bannach;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;23608;0,022048896;0,123916891;0,245080946;0,60892705;;0
168;Barcarena;Norte;Pará;Não;do Entorno;do Entorno;;Integrante de Metrópole;Metrópole;Região Rural de Metrópole;Sim;Não;Não;38739;0,520705637;0,309017734;0,146497755;0,023778323;1;1
169;Belém;Norte;Pará;Sim;Polo;Polo;Grande concentração urbana;Núcleo de Metrópole;Metrópole;Região Rural de Metrópole;Sim;Não;Não;21191;0,142378486;0,670124738;0,18490526;0,002591479;0;0
170;Belterra;Norte;Pará;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;9032;0,056670987;0,217455862;0,489375004;0,236485122;0;0
171;Benevides;Norte;Pará;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole;Sim;Não;Não;25772;0,355277758;0,464439431;0,177426547;0,002855478;;0
172;Bom Jesus do Tocantins;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;10451;0,107346274;0,229971848;0,376571344;0,286098681;;0
173;Bonito;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9464;0,267719338;0,179287364;0,408391079;0,144587073;;0
174;Bragança;Norte;Pará;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Metrópole;Sim;Não;Não;8920;0,069530895;0,390688142;0,400169541;0,139609524;;0
175;Brasil Novo;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;16581;0,047485271;0,290710809;0,275131542;0,386668178;;0
176;Brejo Grande do Araguaia;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;10576;0,042784685;0,237035451;0,408120659;0,31203244;0;0
177;Breu Branco;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;8800;0,114423838;0,254803188;0,459762825;0,17101015;0;0
178;Breves;Norte;Pará;Não;Polo;Polo;;Centro Subregional B;Centro Subregional;Região Rural de Metrópole;Sim;Não;Não;7986;0,047629628;0,31029142;0,580515152;0,061562508;;0
179;Bujaru;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;15721;0,045997915;0,131470664;0,256662668;0,565864269;0;0
180;Cachoeira do Piriá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;5408;0,03021849;0,148348438;0,638644149;0,182783195;0;0
181;Cachoeira do Arari;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7811;0,032248337;0,152630962;0,487885235;0,327229882;;0
182;Cametá;Norte;Pará;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Metrópole;Sim;Não;Não;8333;0,033882965;0,244886366;0,459809702;0,261420054;;0
183;Canaã dos Carajás;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;197137;0,781556301;0,16993795;0,039091691;0,009413914;1;1
184;Capanema;Norte;Pará;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Metrópole;Sim;Não;Não;14974;0,121902447;0,567797581;0,268237017;0,042060729;0;0
185;Capitão Poço;Norte;Pará;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Metrópole;Sim;Não;Não;9217;0,060046863;0,302023658;0,404742076;0,233183207;;0
186;Castanhal;Norte;Pará;Sim;Polo;Polo;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Metrópole;Sim;Não;Não;19728;0,161686456;0,570711601;0,229372195;0,038229448;0;0
187;Chaves;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7983;0,024915044;0,081108034;0,528700808;0,365265274;;0
188;Colares;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6718;0,03501335;0,207258279;0,587153758;0,170574614;;0
189;Conceição do Araguaia;Norte;Pará;Não;do Entorno;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Sim;Não;Não;11577;0,087094479;0,418080547;0,343207791;0,151615223;0;0
190;Concórdia do Pará;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;8940;0,049491552;0,260386763;0,530096262;0,160021852;;0
191;Cumaru do Norte;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;21930;0,102178493;0,104126595;0,207407721;0,586280146;1;0
192;Curionópolis;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;45532;0,630129116;0,190257978;0,108533306;0,071077064;;0
193;Curralinho;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;14591;0,037965412;0,119265641;0,248293465;0,594471379;;0
194;Curuá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;8770;0,03715588;0,166781853;0,530952263;0,265101776;;0
195;Curuçá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7355;0,035448601;0,215611986;0,495337669;0,253601744;;0
196;Dom Eliseu;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;11626;0,071624295;0,400433256;0,345479267;0,182459994;1;0
197;Eldorado do Carajás;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;11216;0,097048032;0,309673939;0,362699173;0,230573087;;0
198;Faro;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;7505;0,04883608;0,226544109;0,613739117;0,110843328;;0
199;Floresta do Araguaia;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;16942;0,048508766;0,186758902;0,247192069;0,517534186;;0
200;Garrafão do Norte;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;8407;0,04106427;0,215162264;0,524329061;0,219434984;;0
201;Goianésia do Pará;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;8517;0,058797874;0,297616582;0,472387999;0,171194407;0;0
202;Gurupá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;8176;0,032807893;0,194047896;0,597563627;0,175580584;;0
203;Igarapé-Açu;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9202;0,063587038;0,290051576;0,391628656;0,254726769;;0
204;Igarapé-Miri;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6251;0,045216795;0,240776395;0,450423545;0,263577865;0;0
205;Inhangapi;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;10914;0,096988493;0,139409006;0,366793601;0,396792271;0;0
206;Ipixuna do Pará;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;8311;0,219358982;0,173518374;0,48709535;0,120023281;;0
207;Irituia;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6568;0,04156608;0,259555126;0,530590548;0,168283369;;0
208;Itaituba;Norte;Pará;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Capital Regional;Sim;Não;Não;17949;0,14196096;0,526065582;0,256336687;0,075635542;;0
209;Itupiranga;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;9760;0,065056784;0,221724629;0,39650366;0,316712929;;0
210;Jacareacanga;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;51864;0,490244978;0,090527499;0,33964714;0,079575906;1;1
211;Jacundá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;8283;0,077393325;0,391562682;0,434932262;0,096109503;;0
212;Juruti;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;17514;0,349250573;0,28076022;0,254339941;0,115647161;;0
213;Limoeiro do Ajuru;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;14164;0,012291208;0,063324163;0,274145315;0,650234326;0;0
214;Mãe do Rio;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9794;0,058068325;0,420809253;0,450905037;0,070210051;;0
215;Magalhães Barata;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9591;0,052644072;0,168001299;0,447187277;0,332167352;;0
216;Marabá;Norte;Pará;Não;Polo;Polo;Média concentração urbana;Capital Regional C;Capital Regional;Região Rural de Capital Regional;Sim;Não;Não;31920;0,426813062;0,384461136;0,149325117;0,039400557;;0
217;Maracanã;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7971;0,040021342;0,19519534;0,502499421;0,262275151;;0
218;Marapanim;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;8311;0,040940465;0,233244955;0,486329075;0,23947674;;0
219;Marituba;Norte;Pará;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole;Sim;Não;Não;14706;0,119017489;0,56916111;0,310735763;0,001084427;0;0
220;Medicilândia;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;19671;0,044144389;0,204004653;0,18989432;0,561954949;;0
221;Melgaço;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6498;0,033009098;0,139400355;0,6806088;0,146964582;0;0
222;Mocajuba;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9588;0,040994948;0,21062193;0,509137958;0,239238122;;0
223;Moju;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;11653;0,087341816;0,275826456;0,372120587;0,264708849;;0
224;Mojuí dos Campos;Norte;Pará;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;9595;0,055321205;0,254759216;0,470696295;0,219216481;;0
225;Monte Alegre;Norte;Pará;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro de zona;Sim;Não;Não;12455;0,044001717;0,236119312;0,341219962;0,378659009;;0
226;Muaná;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;6472;0,032002732;0,149274597;0,500685092;0,318029636;;0
227;Nova Esperança do Piriá;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;9610;0,040522665;0,209419273;0,444845553;0,30520746;;0
228;Nova Ipixuna;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;8263;0,049214644;0,246742752;0,476139171;0,227895737;0;0
229;Nova Timboteua;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;7801;0,049765208;0,278651626;0,485444692;0,186120821;;0
230;Novo Progresso;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;22691;0,106729695;0,421398798;0,218550835;0,253318785;0;1
231;Novo Repartimento;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;11449;0,042087358;0,268955973;0,368485711;0,320468472;1;0
232;Óbidos;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;12336;0,05739732;0,207078906;0,337945898;0,397574633;;0
233;Oeiras do Pará;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;12077;0,028455466;0,125966497;0,364365251;0,481210164;;0
234;Oriximiná;Norte;Pará;Não;Polo;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;22543;0,362252491;0,333098575;0,194758462;0,109889154;0;0
235;Ourém;Norte;Pará;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Sim;Não;Não;9544;0,066233324;0,250899186;0,377682855;0,305178444;0;0
